employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
29070,Operations,2,Bachelor's,Male,Other,1,38,3.0,3,1,0,57,0
74098,Operations,26,Bachelor's,Male,Sourcing,1,37,3.0,4,0,0,58,0
40275,Technology,31,Master's & above,Male,Other,1,34,2.0,6,1,0,83,0
32895,Procurement,15,Master's & above,Female,Other,1,37,3.0,10,0,0,72,0
44382,Sales & Marketing,23,Bachelor's,Male,Other,1,38,5.0,5,0,0,55,0
2945,Sales & Marketing,3,Bachelor's,Male,Sourcing,1,29,4.0,4,0,0,50,0
68241,Technology,4,Bachelor's,Female,Sourcing,1,46,3.0,16,0,0,77,0
58147,Sales & Marketing,7,Master's & above,Female,Sourcing,1,34,5.0,3,1,0,48,0
70672,Analytics,9,Bachelor's,Male,Sourcing,1,29,3.0,2,0,0,82,0
69470,Sales & Marketing,27,Bachelor's,Male,Sourcing,1,32,5.0,7,0,0,42,0
1916,Technology,7,Master's & above,Male,Other,1,35,3.0,9,0,1,77,0
20080,Sales & Marketing,31,Bachelor's,Male,Other,1,29,4.0,4,0,0,52,0
12941,Procurement,22,Bachelor's,Male,Sourcing,1,33,3.0,2,1,0,70,0
33248,Operations,26,Master's & above,Male,Sourcing,1,33,5.0,6,0,0,58,0
62628,Procurement,7,Bachelor's,Female,Other,1,40,1.0,6,0,0,63,0
19191,Operations,2,Bachelor's,Female,Sourcing,1,28,1.0,4,1,0,64,0
36034,Operations,20,Bachelor's,Male,Sourcing,1,29,3.0,5,0,0,57,0
77676,Operations,5,Bachelor's,Male,Other,1,37,3.0,7,0,0,63,0
52994,Sales & Marketing,4,Bachelor's,Male,Other,2,33,5.0,8,0,0,48,0
26237,Sales & Marketing,2,Master's & above,Male,Other,1,37,5.0,2,1,0,48,0
8431,Sales & Marketing,28,Bachelor's,Male,Sourcing,1,28,3.0,4,1,0,53,0
51736,Procurement,30,Bachelor's,Female,Other,1,38,5.0,9,1,0,69,0
51587,Operations,2,Bachelor's,Female,Sourcing,1,33,5.0,7,0,0,61,0
47204,HR,2,Bachelor's,Female,Other,1,33,4.0,7,1,0,49,0
31400,HR,5,Bachelor's,Male,Sourcing,1,24,,1,1,0,50,0
25117,Operations,5,Bachelor's,Female,Sourcing,1,37,3.0,5,1,0,58,0
20799,Analytics,22,Bachelor's,Male,Other,1,31,1.0,4,0,0,83,0
33953,Technology,7,Bachelor's,Female,Other,1,30,5.0,6,1,0,82,0
16470,Technology,1,Bachelor's,Male,Other,1,29,3.0,7,0,0,80,0
48787,Finance,2,Bachelor's,Female,Sourcing,1,26,5.0,2,1,1,61,0
29924,Operations,10,Bachelor's,Male,Sourcing,1,27,5.0,3,0,0,57,0
46498,Technology,2,Master's & above,Female,Sourcing,2,49,4.0,9,0,0,78,0
20257,Procurement,2,Bachelor's,Female,Sourcing,1,35,4.0,8,0,0,68,0
72085,Sales & Marketing,2,Bachelor's,Female,Other,1,32,1.0,6,0,0,52,0
67117,Legal,2,Below Secondary,Male,Other,1,26,5.0,3,1,0,55,0
39524,Sales & Marketing,22,Bachelor's,Male,Other,1,42,1.0,6,1,1,47,0
42542,R&D,22,Master's & above,Male,Other,3,30,5.0,2,0,0,85,0
65338,Analytics,32,Bachelor's,Male,Other,1,27,3.0,1,1,0,84,0
64456,Sales & Marketing,2,Master's & above,Female,Sourcing,1,44,3.0,11,0,0,51,0
16313,Sales & Marketing,12,Bachelor's,Male,Sourcing,1,35,2.0,4,0,0,53,0
70529,Sales & Marketing,27,Bachelor's,Female,Sourcing,1,37,1.0,7,0,0,52,0
29356,Sales & Marketing,32,Bachelor's,Male,Other,1,27,,1,0,0,55,0
37343,Technology,16,Bachelor's,Female,Sourcing,1,29,3.0,2,0,0,75,0
68828,Procurement,11,Bachelor's,Male,Sourcing,1,30,5.0,4,1,0,70,0
59382,Sales & Marketing,2,Master's & above,Male,Referred,1,38,5.0,9,1,0,46,0
73735,Analytics,25,Bachelor's,Male,Other,1,30,5.0,3,1,0,84,0
36464,Sales & Marketing,7,Bachelor's,Male,Sourcing,1,33,1.0,5,1,0,48,0
66015,Procurement,2,Master's & above,Male,Sourcing,5,54,3.0,8,0,0,69,0
73006,Technology,2,Master's & above,Female,Other,1,42,4.0,12,0,0,81,0
60853,Technology,15,Bachelor's,Female,Sourcing,1,35,3.0,7,0,0,80,0
17641,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,41,3.0,13,1,0,52,0
61390,Finance,2,Bachelor's,Male,Other,1,38,4.0,9,1,0,60,0
62544,Procurement,28,Bachelor's,Female,Other,1,35,3.0,7,1,0,70,0
16314,Sales & Marketing,22,Bachelor's,Male,Sourcing,1,27,3.0,3,0,0,47,0
70208,Analytics,25,Master's & above,Male,Other,2,37,3.0,9,1,0,81,0
19971,Analytics,23,Master's & above,Male,Sourcing,1,40,2.0,11,0,0,85,0
4058,Sales & Marketing,11,Bachelor's,Male,Other,1,32,3.0,2,0,0,49,0
56970,Sales & Marketing,25,Bachelor's,Male,Sourcing,1,28,,1,1,0,53,0
8521,Analytics,15,Bachelor's,Male,Sourcing,1,40,3.0,4,0,0,84,0
21794,Sales & Marketing,28,Master's & above,Male,Other,1,32,3.0,7,0,0,53,0
60358,Sales & Marketing,22,Bachelor's,Male,Sourcing,2,43,3.0,12,1,0,47,0
40111,R&D,22,Bachelor's,Male,Sourcing,1,28,,1,0,0,84,0
9077,Technology,22,Bachelor's,Male,Other,1,33,4.0,9,1,0,83,0
50162,Technology,22,Master's & above,Male,Sourcing,4,33,5.0,6,0,0,77,0
39139,Analytics,22,Bachelor's,Female,Other,1,28,3.0,2,0,0,80,0
74418,HR,2,Bachelor's,Female,Sourcing,1,55,4.0,4,1,0,50,0
2565,Operations,8,Master's & above,Female,Sourcing,1,38,1.0,4,0,0,57,0
27652,HR,2,Master's & above,Male,Other,1,60,4.0,9,0,0,49,0
69207,HR,2,Master's & above,Male,Other,1,50,5.0,20,0,0,49,0
49988,Analytics,7,Master's & above,Male,Other,1,41,2.0,2,1,0,87,0
59001,Operations,2,Bachelor's,Male,Other,1,41,2.0,15,0,0,61,0
3091,Technology,16,Bachelor's,Female,Sourcing,1,36,2.0,9,0,0,83,0
23208,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,34,2.0,5,1,0,49,0
78272,Sales & Marketing,28,Bachelor's,Female,Other,1,31,5.0,2,0,0,48,0
26899,Technology,33,Bachelor's,Male,Other,1,33,3.0,8,0,0,78,0
36941,Technology,7,Bachelor's,Male,Sourcing,1,47,3.0,7,1,0,77,0
33943,Operations,31,Bachelor's,Female,Sourcing,1,37,4.0,6,1,0,59,0
36232,Sales & Marketing,31,Master's & above,Male,Other,2,38,4.0,4,0,0,48,0
47983,Technology,22,Bachelor's,Male,Other,1,29,4.0,8,1,0,82,0
63351,Procurement,20,Bachelor's,Female,Other,1,35,3.0,10,0,0,73,0
67005,Sales & Marketing,28,Bachelor's,Female,Other,1,26,,1,1,0,51,0
66457,Legal,22,Bachelor's,Male,Sourcing,1,29,5.0,3,1,0,59,0
420,Analytics,25,Bachelor's,Male,Other,2,32,5.0,2,1,0,88,0
15163,Operations,27,Master's & above,Female,Other,1,50,3.0,3,0,0,62,0
47164,HR,22,Bachelor's,Male,Other,2,30,1.0,4,0,0,51,0
24942,Operations,15,Master's & above,Male,Other,1,28,,1,1,0,61,0
14030,Analytics,34,Bachelor's,Male,Sourcing,1,29,5.0,3,0,0,79,0
48973,Sales & Marketing,24,Master's & above,Male,Other,1,30,3.0,5,0,0,50,0
3944,Sales & Marketing,2,Bachelor's,Male,Sourcing,2,31,5.0,3,0,0,53,0
19302,Procurement,4,Master's & above,Male,Other,1,31,5.0,4,1,0,71,0
77538,Sales & Marketing,14,Bachelor's,Male,Other,1,45,3.0,14,0,0,54,0
77092,HR,13,Bachelor's,Male,Sourcing,1,25,,1,1,0,52,0
15302,Sales & Marketing,7,Bachelor's,Male,Sourcing,2,33,1.0,7,0,0,49,0
4939,Sales & Marketing,2,Bachelor's,Female,Sourcing,3,46,2.0,6,0,0,54,0
55127,Operations,26,Bachelor's,Female,Other,1,30,3.0,2,0,0,60,0
9206,Procurement,2,Master's & above,Male,Sourcing,3,35,2.0,12,0,0,68,0
51642,Sales & Marketing,28,Bachelor's,Male,Sourcing,1,34,4.0,6,0,0,50,0
45316,Operations,32,Bachelor's,Male,Sourcing,1,34,1.0,7,1,0,60,0
35152,Operations,1,Bachelor's,Male,Sourcing,1,32,4.0,9,0,0,60,0
7283,Operations,22,Master's & above,Male,Other,1,47,5.0,4,1,0,60,0
28353,Sales & Marketing,13,Bachelor's,Male,Sourcing,1,53,3.0,17,0,0,51,0
63791,Operations,15,Bachelor's,Male,Sourcing,2,32,4.0,4,1,0,57,0
12118,Sales & Marketing,8,Master's & above,Male,Other,1,31,,1,0,0,47,0
11380,Procurement,2,Master's & above,Female,Sourcing,1,42,3.0,6,1,0,71,0
13699,Technology,25,Master's & above,Male,Sourcing,1,34,2.0,4,1,0,79,0
71246,Operations,7,Master's & above,Male,Other,1,36,5.0,10,1,0,55,0
5669,Operations,26,Master's & above,Female,Other,1,49,3.0,8,1,0,52,0
29435,Analytics,22,Bachelor's,Male,Sourcing,2,22,,1,0,0,84,0
13064,Operations,20,Bachelor's,Female,Other,1,38,5.0,4,1,0,58,0
63341,Procurement,27,Master's & above,Male,Other,1,38,3.0,2,1,0,72,0
8260,Technology,31,Bachelor's,Female,Sourcing,1,35,3.0,3,1,0,79,0
31065,Operations,7,Bachelor's,Female,Other,1,41,4.0,14,1,0,59,0
34868,Sales & Marketing,15,Bachelor's,Male,Other,3,38,4.0,9,0,0,50,0
70886,Analytics,20,Bachelor's,Male,Other,1,30,,1,1,0,84,0
580,Operations,2,Master's & above,Female,Sourcing,3,44,4.0,15,1,0,61,0
72421,Operations,32,Bachelor's,Male,Other,2,33,5.0,3,1,0,58,0
13521,Operations,15,Master's & above,Female,Sourcing,2,32,5.0,3,0,0,58,0
21674,Operations,22,Bachelor's,Female,Sourcing,1,31,3.0,3,1,1,57,0
61683,Technology,27,Bachelor's,Male,Sourcing,1,36,4.0,5,1,0,83,0
39875,Procurement,2,Master's & above,Female,Other,1,46,3.0,10,0,0,72,0
48391,Sales & Marketing,7,Bachelor's,Male,Other,1,60,1.0,4,0,0,49,0
14040,Operations,22,Master's & above,Female,Other,1,42,3.0,3,0,0,58,0
5701,Sales & Marketing,4,Master's & above,Male,Sourcing,1,31,3.0,7,1,0,48,0
44137,Analytics,7,Bachelor's,Male,Other,1,34,4.0,8,0,0,88,0
62045,Operations,29,Bachelor's,Male,Sourcing,2,35,3.0,9,0,0,61,0
16730,Sales & Marketing,1,Master's & above,Male,Sourcing,1,31,5.0,5,1,0,50,0
35712,Procurement,2,Master's & above,Male,Other,1,40,3.0,9,0,0,65,0
18389,Finance,7,Master's & above,Male,Other,3,36,3.0,2,0,0,57,0
16207,Technology,2,Bachelor's,Male,Other,1,55,1.0,6,0,0,80,0
39807,Sales & Marketing,1,Bachelor's,Male,Other,2,26,3.0,2,0,0,51,0
15551,Sales & Marketing,21,Bachelor's,Male,Other,4,27,1.0,2,0,0,48,0
19745,Technology,23,Bachelor's,Male,Sourcing,1,30,3.0,4,0,0,79,0
45587,Sales & Marketing,13,Bachelor's,Female,Sourcing,1,42,3.0,14,0,0,49,0
26252,HR,2,Master's & above,Male,Other,1,47,4.0,16,0,0,53,0
71801,Technology,27,Bachelor's,Female,Sourcing,1,32,3.0,6,0,0,81,0
20466,Technology,22,Master's & above,Male,Sourcing,1,31,4.0,3,1,0,72,0
35827,HR,2,Bachelor's,Male,Other,1,36,1.0,3,1,0,48,0
22081,Sales & Marketing,4,Master's & above,Female,Sourcing,1,42,3.0,10,1,0,53,0
71239,Operations,22,Bachelor's,Female,Other,1,29,,1,1,0,55,0
13641,Technology,13,Bachelor's,Male,Other,2,29,3.0,4,0,0,80,0
20207,Sales & Marketing,15,Bachelor's,Male,Other,1,31,3.0,2,0,0,43,0
23008,Procurement,13,Bachelor's,Male,Other,2,28,3.0,3,0,0,71,0
791,Procurement,2,Bachelor's,Female,Other,1,31,4.0,4,1,0,69,0
30552,Sales & Marketing,6,Bachelor's,Male,Sourcing,1,31,,1,0,0,45,0
62223,Operations,15,Bachelor's,Male,Other,2,31,3.0,3,1,0,59,0
6683,Operations,2,Bachelor's,Female,Other,1,47,5.0,13,0,0,57,0
7822,Analytics,11,Bachelor's,Male,Sourcing,1,33,3.0,3,1,0,79,0
45145,Procurement,4,Master's & above,Male,Other,1,41,2.0,12,0,0,71,0
62945,Procurement,2,Master's & above,Female,Sourcing,1,39,5.0,14,1,0,68,0
57189,Technology,16,Bachelor's,Male,Sourcing,1,31,3.0,4,0,0,76,0
24046,Sales & Marketing,31,Bachelor's,Male,Sourcing,1,25,3.0,2,0,0,49,0
40619,Analytics,4,Bachelor's,Male,Sourcing,2,27,,1,1,0,82,0
61382,Sales & Marketing,2,Bachelor's,Male,Other,1,33,4.0,10,0,0,48,0
78077,Sales & Marketing,7,Bachelor's,Male,Sourcing,1,38,4.0,10,1,0,47,0
66016,Procurement,15,Bachelor's,Male,Other,1,50,3.0,16,0,0,70,0
52719,Procurement,2,Bachelor's,Male,Other,1,26,,1,1,0,70,0
24923,Sales & Marketing,2,Bachelor's,Female,Sourcing,1,30,1.0,3,0,0,49,0
61680,Finance,2,Bachelor's,Male,Sourcing,1,38,5.0,7,1,0,65,0
11843,Finance,22,Bachelor's,Male,Other,1,30,,1,1,0,63,0
77402,Sales & Marketing,26,Master's & above,Male,Other,1,46,1.0,12,0,0,50,0
54032,Sales & Marketing,2,Bachelor's,Male,Other,2,43,2.0,10,0,0,52,0
26430,R&D,22,Master's & above,Male,Sourcing,1,31,2.0,5,0,0,88,0
42828,Analytics,13,Bachelor's,Male,Other,2,29,4.0,2,0,0,84,0
77741,Sales & Marketing,24,Master's & above,Male,Sourcing,1,33,1.0,7,0,0,51,0
6404,Procurement,14,Master's & above,Female,Other,1,40,1.0,6,0,0,71,0
21801,Technology,28,Master's & above,Female,Other,1,31,4.0,7,0,0,78,0
47471,Procurement,2,Bachelor's,Female,Other,1,27,1.0,3,0,0,71,0
16365,Sales & Marketing,15,Bachelor's,Male,Other,1,27,,1,1,1,50,0
14648,Sales & Marketing,14,Bachelor's,Female,Sourcing,1,28,,1,0,0,51,0
14437,Legal,2,Bachelor's,Male,Other,1,33,2.0,5,0,0,60,0
9603,Analytics,21,Bachelor's,Male,Other,1,36,3.0,8,0,0,85,0
74167,Sales & Marketing,13,Bachelor's,Male,Other,1,36,5.0,11,1,0,52,0
30950,Procurement,2,Bachelor's,Male,Sourcing,1,29,,1,1,0,63,0
65958,Sales & Marketing,6,Bachelor's,Male,Sourcing,1,33,1.0,4,0,0,52,0
7896,Operations,16,Bachelor's,Male,Sourcing,1,37,5.0,6,1,0,61,0
4625,Technology,26,Bachelor's,Male,Other,2,30,3.0,2,0,0,78,0
73840,Operations,30,Bachelor's,Male,Other,1,33,4.0,3,0,0,58,0
22913,Sales & Marketing,17,Bachelor's,Male,Other,1,37,3.0,10,0,0,49,0
27862,Sales & Marketing,23,Bachelor's,Male,Sourcing,1,42,1.0,12,0,0,49,0
14458,Sales & Marketing,31,Master's & above,Female,Sourcing,1,43,3.0,6,0,0,51,0
46194,Operations,2,Bachelor's,Male,Sourcing,1,26,1.0,3,0,0,57,0
43928,Sales & Marketing,2,Master's & above,Male,Sourcing,5,44,3.0,2,0,0,52,0
61748,Technology,2,Bachelor's,Male,Sourcing,1,37,3.0,10,0,0,81,0
45708,Sales & Marketing,23,Bachelor's,Male,Sourcing,1,32,3.0,5,0,0,51,0
52611,Sales & Marketing,4,Master's & above,Male,Sourcing,1,50,3.0,10,0,0,49,0
5172,Procurement,4,Bachelor's,Male,Sourcing,2,33,3.0,6,0,0,68,0
39318,HR,7,Bachelor's,Female,Other,1,36,3.0,6,1,0,49,0
10316,Operations,13,Bachelor's,Female,Sourcing,1,27,5.0,5,1,0,59,0
36163,Finance,7,Master's & above,Male,Other,2,35,5.0,8,1,0,59,0
33817,Procurement,5,Master's & above,Male,Sourcing,1,33,4.0,7,0,0,68,0
16419,HR,23,Bachelor's,Male,Other,1,30,2.0,5,0,0,48,0
56896,Sales & Marketing,31,Bachelor's,Female,Other,1,30,5.0,2,0,0,45,0
40524,Sales & Marketing,13,Bachelor's,Male,Other,1,38,3.0,7,1,0,50,0
71301,Technology,10,Bachelor's,Male,Sourcing,1,28,3.0,4,0,0,81,0
4909,Finance,7,Bachelor's,Male,Sourcing,1,29,4.0,4,0,0,59,0
66118,Finance,2,Bachelor's,Female,Sourcing,1,52,3.0,4,0,0,62,0
34803,Sales & Marketing,31,Bachelor's,Male,Other,1,28,1.0,2,0,0,52,0
10509,Technology,2,Bachelor's,Female,Other,1,60,2.0,17,0,0,81,0
59684,Analytics,22,Bachelor's,Female,Sourcing,1,29,2.0,2,0,0,87,0
37915,Procurement,22,Master's & above,Male,Sourcing,1,43,5.0,8,0,0,65,0
62185,Technology,7,Master's & above,Male,Other,2,38,5.0,11,0,0,76,0
46105,Sales & Marketing,22,Master's & above,Male,Sourcing,1,47,1.0,16,0,0,46,0
59878,Operations,11,Master's & above,Male,Other,1,50,3.0,2,1,0,57,0
30680,R&D,22,Bachelor's,Male,Referred,2,29,5.0,3,0,0,81,0
72314,Procurement,7,Master's & above,Female,Sourcing,1,32,3.0,4,1,0,68,0
5354,Sales & Marketing,14,Bachelor's,Female,Other,1,27,1.0,5,0,0,55,0
70913,Operations,22,Master's & above,Male,Other,1,43,3.0,2,0,0,60,0
52185,Operations,31,Bachelor's,Male,Other,1,35,5.0,8,1,0,63,0
25569,Operations,2,Bachelor's,Male,Referred,1,33,5.0,8,1,0,65,0
13995,Analytics,22,Bachelor's,Female,Sourcing,1,27,4.0,4,1,0,84,0
35371,Sales & Marketing,25,Master's & above,Male,Sourcing,1,34,5.0,3,1,0,52,0
55104,Sales & Marketing,2,Master's & above,Female,Sourcing,1,40,4.0,10,0,0,49,0
61455,Technology,6,Master's & above,Female,Other,1,37,3.0,10,0,0,78,0
72139,Operations,4,Bachelor's,Male,Sourcing,1,28,5.0,3,1,0,61,0
5586,Sales & Marketing,22,Bachelor's,Female,Sourcing,1,27,3.0,3,0,0,46,0
39507,Procurement,2,Master's & above,Female,Other,1,43,5.0,10,1,0,71,0
62669,Legal,22,Bachelor's,Male,Sourcing,1,28,5.0,4,1,0,61,0
10226,Technology,15,Bachelor's,Male,Sourcing,2,34,5.0,2,0,0,82,0
22659,Analytics,28,Bachelor's,Male,Other,2,27,,1,0,0,81,0
37324,Sales & Marketing,14,Bachelor's,Male,Sourcing,1,36,5.0,10,0,0,48,0
48064,Sales & Marketing,7,Bachelor's,Female,Sourcing,1,35,3.0,8,0,0,47,0
218,Technology,7,Bachelor's,Male,Sourcing,1,32,5.0,6,1,0,83,0
13524,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,39,3.0,11,0,0,52,0
76562,Analytics,4,Bachelor's,Male,Sourcing,1,31,3.0,9,0,0,81,0
75462,Operations,27,Bachelor's,Male,Other,1,34,4.0,8,1,0,58,0
62229,Technology,7,Bachelor's,Female,Other,1,47,3.0,13,0,0,80,0
16689,Operations,8,Bachelor's,Male,Other,1,30,4.0,6,1,0,59,0
40739,Technology,2,Bachelor's,Female,Sourcing,1,44,5.0,11,1,0,88,0
69815,Finance,2,Bachelor's,Male,Sourcing,1,38,4.0,7,1,0,57,0
22257,Sales & Marketing,26,Bachelor's,Male,Other,1,53,2.0,9,0,0,50,0
23543,Technology,13,Bachelor's,Male,Sourcing,1,48,3.0,24,0,0,74,0
48856,Sales & Marketing,4,Master's & above,Male,Sourcing,1,48,1.0,4,1,0,50,0
55136,Analytics,32,Bachelor's,Male,Other,3,31,5.0,6,0,0,87,0
65993,Technology,7,Bachelor's,Female,Sourcing,1,32,4.0,7,1,0,81,0
6676,Procurement,7,Bachelor's,Male,Other,1,28,5.0,4,1,0,71,0
8037,Operations,22,Master's & above,Male,Other,1,49,2.0,7,0,0,62,0
14431,Procurement,2,Below Secondary,Male,Sourcing,1,23,,1,0,0,68,0
41173,Operations,11,Bachelor's,Female,Sourcing,1,31,3.0,3,0,0,58,0
28656,Sales & Marketing,31,Bachelor's,Male,Sourcing,2,27,4.0,4,0,0,48,0
55107,Procurement,2,Master's & above,Female,Other,5,52,3.0,15,0,0,74,0
2192,Sales & Marketing,31,Bachelor's,Male,Other,1,30,4.0,3,1,0,50,0
76688,Operations,12,Bachelor's,Male,Other,1,27,3.0,3,0,0,55,0
9998,Sales & Marketing,11,Master's & above,Male,Other,1,42,3.0,5,1,0,52,0
25133,Sales & Marketing,23,Bachelor's,Male,Sourcing,1,33,5.0,3,1,0,50,0
62735,Operations,2,Bachelor's,Male,Sourcing,1,29,2.0,3,0,0,60,0
39606,Sales & Marketing,2,Bachelor's,Female,Sourcing,1,29,2.0,5,0,0,52,0
20766,Analytics,7,Bachelor's,Male,Sourcing,2,32,3.0,6,0,0,84,0
28735,Sales & Marketing,13,Bachelor's,Female,Other,1,32,1.0,5,0,0,48,0
14882,Technology,22,Bachelor's,Female,Other,1,28,3.0,4,0,0,81,0
47176,Technology,25,Master's & above,Male,Sourcing,1,32,4.0,3,0,0,77,0
67102,Technology,22,Bachelor's,Female,Other,2,28,5.0,3,1,0,85,0
65745,Operations,15,Master's & above,Male,Sourcing,1,42,5.0,7,1,0,55,0
24712,Sales & Marketing,30,Bachelor's,Male,Other,1,32,4.0,9,0,0,46,0
1594,Sales & Marketing,13,Bachelor's,Male,Other,1,43,3.0,14,0,0,45,0
59962,Operations,15,Master's & above,Female,Other,1,44,4.0,13,0,0,55,0
41698,Operations,7,Bachelor's,Male,Sourcing,2,33,3.0,7,0,0,59,0
11576,Sales & Marketing,7,Bachelor's,Male,Sourcing,1,29,4.0,6,0,0,49,0
13422,Technology,7,Bachelor's,Male,Sourcing,1,44,1.0,13,0,0,79,0
77162,Operations,2,Bachelor's,Male,Other,1,47,3.0,6,0,0,57,0
7105,Procurement,26,Bachelor's,Female,Other,1,31,4.0,3,1,0,71,0
6240,Analytics,11,Bachelor's,Male,Other,1,27,5.0,4,1,0,80,0
67112,Sales & Marketing,23,Master's & above,Female,Other,1,34,3.0,5,1,0,48,0
8069,Technology,23,Bachelor's,Male,Other,1,34,5.0,7,1,0,78,0
15875,Technology,5,Bachelor's,Female,Sourcing,2,32,2.0,6,0,0,80,0
74169,Operations,16,Bachelor's,Male,Other,1,36,3.0,9,0,0,58,0
1638,Operations,2,Bachelor's,Female,Sourcing,1,53,5.0,8,1,0,58,0
334,Procurement,23,Bachelor's,Female,Sourcing,1,29,,1,0,0,70,0
17442,Sales & Marketing,9,Master's & above,Male,Other,1,36,4.0,7,1,0,47,0
42885,Operations,22,Bachelor's,Male,Other,1,40,2.0,10,0,0,61,0
24368,Operations,22,Bachelor's,Female,Sourcing,1,38,3.0,12,1,0,57,0
52326,Sales & Marketing,20,Master's & above,Male,Other,1,44,3.0,7,1,0,52,0
6099,Sales & Marketing,22,Bachelor's,Female,Sourcing,1,27,,1,0,0,48,0
891,Sales & Marketing,15,Master's & above,Male,Other,1,48,4.0,16,0,0,51,0
27590,Procurement,26,Bachelor's,Male,Other,1,31,2.0,6,0,0,69,0
26008,Technology,2,Master's & above,Female,Sourcing,1,35,2.0,10,0,0,78,0
62626,Sales & Marketing,7,Bachelor's,Male,Other,1,31,3.0,7,0,0,54,0
23689,Procurement,7,Master's & above,Female,Sourcing,1,30,3.0,4,0,0,67,0
39599,Legal,2,Bachelor's,Female,Sourcing,1,29,4.0,3,0,0,61,0
35815,Procurement,22,Master's & above,Male,Sourcing,1,30,2.0,5,0,0,68,0
37069,Finance,27,Bachelor's,Male,Sourcing,2,28,3.0,4,0,0,62,0
16052,Sales & Marketing,13,Bachelor's,Male,Referred,1,30,2.0,5,1,0,49,0
68621,Technology,2,Bachelor's,Male,Sourcing,1,22,3.0,2,0,0,77,0
36037,HR,2,Bachelor's,Male,Other,1,41,1.0,6,0,0,54,0
418,Technology,2,Bachelor's,Male,Other,2,34,2.0,2,1,0,76,0
33572,Technology,14,Bachelor's,Female,Sourcing,1,35,3.0,8,1,0,77,0
68057,Sales & Marketing,22,Bachelor's,Female,Other,1,27,4.0,3,1,0,49,0
38274,Sales & Marketing,22,Master's & above,Female,Other,3,32,3.0,2,0,0,52,0
37281,Finance,22,Bachelor's,Male,Other,1,26,1.0,5,0,1,56,0
70011,HR,2,Master's & above,Male,Sourcing,1,53,5.0,17,0,0,49,0
9524,Finance,2,Bachelor's,Female,Other,3,27,1.0,2,1,0,62,0
14771,Sales & Marketing,26,Bachelor's,Male,Other,1,36,5.0,3,0,0,51,0
27788,Procurement,2,Master's & above,Female,Other,1,37,4.0,9,0,0,65,0
43478,Analytics,26,Bachelor's,Male,Other,1,28,,1,1,0,81,0
52554,Sales & Marketing,11,Bachelor's,Male,Other,1,44,3.0,4,1,0,49,0
12384,Procurement,2,Bachelor's,Female,Other,1,35,2.0,6,0,0,71,0
38104,Technology,32,Bachelor's,Female,Other,1,26,,1,0,0,83,0
40392,Sales & Marketing,17,Master's & above,Male,Other,1,42,3.0,7,0,0,54,0
5180,Technology,22,Bachelor's,Male,Other,1,40,1.0,4,0,0,78,0
50328,Technology,7,Master's & above,Male,Sourcing,2,33,4.0,9,0,0,81,0
75175,Procurement,13,Bachelor's,Male,Sourcing,1,36,3.0,7,0,0,65,0
20146,Procurement,7,Master's & above,Female,Other,1,44,3.0,3,1,0,68,0
25220,HR,32,Bachelor's,Male,Sourcing,1,30,2.0,9,0,0,50,0
27665,Analytics,4,Bachelor's,Male,Other,2,29,,1,0,0,88,0
60878,Operations,17,Bachelor's,Male,Other,1,29,,1,0,0,57,0
77342,Sales & Marketing,31,Bachelor's,Male,Sourcing,1,23,,1,0,0,47,0
12273,Operations,7,Master's & above,Male,Sourcing,1,39,5.0,11,0,0,64,0
26981,Analytics,20,Bachelor's,Male,Other,1,39,5.0,9,0,0,87,0
67343,HR,4,Bachelor's,Male,Other,1,40,5.0,4,1,0,48,0
59175,Operations,7,Bachelor's,Male,Other,1,27,5.0,5,0,0,57,0
48493,Operations,22,Bachelor's,Female,Sourcing,1,30,5.0,2,1,0,58,0
24590,Procurement,11,Bachelor's,Male,Sourcing,1,31,5.0,4,1,0,72,0
9439,Operations,7,Bachelor's,Female,Other,1,28,,1,0,0,56,0
24549,Operations,2,Bachelor's,Female,Sourcing,2,55,3.0,4,1,0,60,0
64941,Sales & Marketing,14,Bachelor's,Male,Sourcing,2,38,5.0,5,1,0,48,0
15004,Technology,2,Bachelor's,Female,Referred,1,26,3.0,3,1,0,75,0
77612,Finance,2,Bachelor's,Female,Sourcing,1,45,3.0,3,0,0,55,0
1236,Sales & Marketing,16,Bachelor's,Female,Other,2,24,,1,0,0,51,0
2317,Analytics,32,Bachelor's,Male,Sourcing,1,27,3.0,3,1,0,85,0
37438,HR,22,Below Secondary,Male,Other,1,22,,1,1,0,47,0
56707,Analytics,32,Bachelor's,Male,Other,1,28,5.0,2,1,0,81,0
10134,Technology,7,Bachelor's,Male,Other,1,26,3.0,4,0,0,76,0
66616,Analytics,2,Bachelor's,Male,Other,1,36,4.0,8,0,0,89,0
18661,Sales & Marketing,25,Bachelor's,Male,Sourcing,1,25,2.0,3,0,0,49,0
55644,Operations,11,Bachelor's,Male,Other,1,27,3.0,3,1,0,58,0
31324,Analytics,22,Bachelor's,Male,Referred,2,28,5.0,2,0,0,83,0
14710,Operations,13,Bachelor's,Female,Other,1,33,4.0,5,1,0,56,0
38519,Operations,2,Master's & above,Female,Referred,1,39,4.0,7,0,0,57,0
